https://live-durhamnc.opendata.arcgis.com/datasets/supermarkets-warehouse-clubs-and-supercenters-1/data,,Open Data: City and County of Durham NC,,"Supermarkets, warehouse clubs and supercenters",,Source date:  November 2020,,,,,,,,,,,,,,,,,,,
X,Y,OBJECTID,facilityid,facilityarea,name,factype,fulladdr,municipality,agency,agencytype,agencyurl,pocname,pocphone,pocemail,phone,operdays,operhours,adultmeals,readytoeatmeals,comments,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-78.859421,35.989285,2591,134993,0,FOOD LION #234,Grocery Store,2400 HOLLOWAY ST # C,DURHAM,,,https://www.foodlion.com/,,9195981433,,9195981433,7 days/week,7am-10pm,,,Senior and high-risk Mon and Wed 7-8am; Pick-up and delivery available at some stores,{4038E256-33EE-4C2F-9564-923219E2CD6B},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.866562,36.00539,2598,136837,0,ROYALS MINI MART,Grocery Store,1907 CHEEK RD,DURHAM,,,,,9196881163,,9196881163,7 days a week,24 hours,,,CONVENIENCE STORE,{2041A4B0-F29F-4647-B052-ABBC589C9460},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.844269,35.986542,2602,135244,0,LIGHTHOUSE FOOD MART,Grocery Store,2944 HOLLOWAY ST,DURHAM,,,,,9195981065,,9195981065,,,,,CONVENIENCE STORES,{257218E8-1E5B-4F41-929E-893309135B62},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.792908,35.974571,2632,134992,0,FOOD LION #2589,Grocery Store,121 SHERRON RD # 210,DURHAM,,,https://www.foodlion.com/,,9195962363,,9195962363,7 days/week,6am-11pm,,,Senior and high-risk Mon and Wed 7-8am; Pick-up and delivery available at some stores,{48DED759-B0B3-4A03-9595-FBF0B7210CB3},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.821747,35.982334,2646,134669,0,CARLIE C'S IGA,Grocery Store,3729 WAKE FOREST RD,DURHAM,,,https://www.carliecs.com/,,9195969221,,9195969221,7 days/week,7am-8:30pm,,,Senior Hours: Sunday 7am-8am; First Responders Hour: Wednesday 8:30-9:30pm; pickup and delivery available,{0FD0BAC8-4857-40F4-A38B-64080FAAD1AC},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.820549,35.981747,2648,134723,0,CIRCUS FOOD STORE,Grocery Store,3801 WAKE FOREST RD,DURHAM,,,,,9195966696,,9195966696,7 days/week,6am-11pm,,,,{B7EB0503-9E37-449A-BE7D-6D3A10E11F7B},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.820549,35.981747,2649,135480,0,PLAZA LATINA,Grocery Store,3801 WAKE FOREST RD # 118,DURHAM,,,,,9195984605,,9195984605,Wednesday- Monday,10am-10pm,,,CONVENIENCE STORES,{3CBA83DA-3E3D-4B4F-B169-877E8462688A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.810081,36.02174,2653,136118,0,BILLYS MART,Grocery Store,3834 CHEEK RD,DURHAM,,,,,9196836300,,9196836300,7 days/week,8am-11pm,,,CONVENIENCE STORES,{911EF283-8614-4F6E-9DF0-AB40BC4831CC},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.810379,35.92025,2723,97115,0,FOOD LION #2646,Grocery Store,"2121 TW ALEXANDER DR # 107, MORRISVILLE, NC 27560",MORRISVILLE,,,https://www.foodlion.com/,,9195981932,,9195981932,7 days/week,6am-12pm,,,Senior and high-risk Mon and Wed 7-8am; Pick-up and delivery available at some stores,{64E66BE4-3383-4982-8869-2833C7598596},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.960838,35.900043,2749,142974,0,ALDI,Grocery Store,7906 NC HIGHWAY 751,DURHAM,,,https://www.aldi.us/,,6308798100,,7047272755,7 days/week,8am-9pm,,,"Tues/Thurs 1st hour of business for senior citizens, expectant mothers and those with underlying health concerns. Delivery and pickup available at some locations.",{FB0EA6A1-F774-429C-A9F9-3B0B06DBF187},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.84068,35.967809,2769,97768,0,HARRIS TEETER #304,Grocery Store,"10440 GLENWOOD AVE, RALEIGH, NC 27617",DURHAM,,,https://www.harristeeter.com/,,9195965399,,9195965399,7 days/week,6am-11pm,,,Senior and vulnerable population hours Mon. and Thurs. 6am-8pm; Pick-up and limited delivery available,{62409069-F90E-4901-9EBF-5B2E026E68E8},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.92135065,36.02923872,2782,,0,HARRIS TEETER #497,Grocery Store,1802 NORTH POINTE DR,,,,https://www.harristeeter.com/,,,,919-220-5761,7 days/week,6am-11pm,,,Senior and vulnerable population hours Mon. and Thurs. 6am-8pm; Pick-up and limited delivery available,{C2CB2105-A3CB-4D60-92DA-4AAB78F4D6F6},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.94845289,36.01892963,2783,,0,HARRIS TEETER #492,Grocery Store,3457 HILLSBOROUGH RD,,,,https://www.harristeeter.com/,,,,9193832249,7 days/week,6am-11pm,,,Senior and vulnerable population hours Mon. and Thurs. 6am-8pm; Pick-up and limited delivery available,{0A67817D-EFA1-4C4C-BFCB-84998E95113A},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.91070886,36.10164397,2784,,0,FAST FOOD MART,Gas Station,5801 N ROXBORO RD,,,,,,,,,7 days a week,6AM - 12AM,,,,{7D926856-5471-42ED-B0D5-F5496D4B02D1},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.90176467,36.0051809,2785,,0,TRINITY FOOD MART,Grocery Store,403 W TRINITY AVE,,,,,,,,,7 days/week,7am-11pm,,,Convenience Store,{8C389317-FE39-4800-99A5-899F669C3533},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.84345849,36.02831257,2786,,0,WALMART SUPERCENTER #1614,Grocery Store,1525 GLENN SCHOOL RD,,,,https://www.walmart.com,,,,9196883595,7 days/week,7am - 8:30pm,,,Ages 60+ can shop on Tuesdays 1 hour before opening; pickup available,{C84B2D6E-80CC-44C7-BFAC-0D7148C51173},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.77791508,35.91251056,2787,,0,WALMART SUPERCENTER #5118,Grocery Store,"10050 GLENWOOD AVE, RALEIGH 27617",,,,https://www.walmart.com,,,,9195965790,7 days/wk,7am - 8:30pm,,,Ages 60+ can shop on Tuesdays 1 hour before opening; pickup available,{31689EB9-BC62-40FC-B509-CBAABB9CE118},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.99896771,35.95481446,2788,,0,WALMART SUPERCENTER #2137,Grocery Store,5450 NEW HOPE COMMONS DR,,,,https://www.walmart.com,,,,9194894412,7 days/week,7am - 8:30pm,,,Ages 60+ can shop on Tuesdays 1 hour before opening; pickup available,{0F242C85-E921-469D-8E84-624683B4007E},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.93842678,35.91002276,2789,,0,SPROUTS FARMERS MARKET,Grocery Store,105 W NC 54 HWY,,,,https://www.sprouts.com,,,,9197684055,7 days/week,7am-10pm,,,Delivery/pickup available through Instacart.,{E0BCFF3A-BE07-4A45-86F2-204AAF9DA853},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.90141417,35.99600795,2790,,0,BULLDEGA URBAN MARKET,Grocery Store,129 W PARRISH ST,,,,https://www.bulldega.com/,,,,9192949715,7 days/week,M-W 7am-10pm; Th-F 7am-11pm; Sat 9am-11pm; Sun 9am-9pm,,,,{424A73A7-B347-4A16-A5A3-F79AC1F1EE44},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-78.94152259,35.96747115,2791,,0,TORTILLERIA MIGUELENA,Grocery Store,3205 UNIVERSITY DR,,,,,,,,,,,,,Convenience Store,{F3632D5D-08A3-48A5-8FD0-AF1E63C9AA38},,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
